Symbol,Security Name,MIC Type,Instrument Class,Market Tier,Financial Status,Round Lot Size
AMACU,AMR Resources Acquisition Corp - Units,stock,Unit,Nasdaq Global Market,N,100
AMAL,Amalgamated Financial Corp. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
AMAN,Amanat Acquisition Corp - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
AMAT,"Applied Materials, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,40
AMBA,"Ambarella, Inc. - Ordinary Shares",stock,Ordinary Share,Nasdaq Global Select Market,N,100
AMBR,Amber International Holding Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
AMCI,AMC Robotics Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
AMCX,AMC Global Media Inc. - Class A Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
AMD,"Advanced Micro Devices, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMDD,Direxion Daily AMD Bear 1X ETF,etf,ETF,Nasdaq Global Market,N,100
AMDG,Leverage Shares 2X Long AMD Daily ETF,etf,ETF,Nasdaq Global Market,N,100
AMDL,GraniteShares 2x Long AMD Daily ETF,etf,ETF,Nasdaq Global Market,N,100
AMEI,Amana Equity Income ETF,etf,ETF,Nasdaq Global Market,N,100
AMEM,Amana Developing World ETF,etf,ETF,Nasdaq Global Market,N,100
AMGN,Amgen Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,40
AMGR,Amana Growth ETF,etf,ETF,Nasdaq Global Market,N,100
AMID,Argent Mid Cap ETF,etf,ETF,Nasdaq Global Market,N,100
AMIX,"Autonomix Medical, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
AMKR,"Amkor Technology, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
AMODW,"Alpha Modus Holdings, Inc. - Warrant",stock,Warrant,Nasdaq Capital Market,D,100
AMPG,"Amplitech Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
AMPGZ,"Amplitech Group, Inc. - Series B Right",stock,Right,Nasdaq Capital Market,N,100
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMPL,"Amplitude, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
AMRN,Amarin Corporation plc - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMSC,American Superconductor Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
AMSF,"AMERISAFE, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMSS,AMASS Brands Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,D,100
AMST,Amesite Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
AMTX,"Aemetis, Inc - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
AMUN,abrdn Ultra Short Municipal Income Active ETF,etf,ETF,Nasdaq Global Market,N,100
AMUU,Direxion Daily AMD Bull 2X ETF,etf,ETF,Nasdaq Global Market,N,100
AMYY,GraniteShares YieldBOOST AMD ETF,etf,ETF,Nasdaq Global Market,N,100
AMZD,Direxion Daily AMZN Bear 1X ETF,etf,ETF,Nasdaq Global Market,N,100
AMZN,"Amazon.com, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
AMZU,Direxion Daily AMZN Bull 2X ETF,etf,ETF,Nasdaq Global Market,N,100
AMZZ,GraniteShares 2x Long AMZN Daily ETF,etf,ETF,Nasdaq Global Market,N,100
ANAB,"AnaptysBio, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ANDE,"The Andersons, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ANEL,Defiance Daily Target 2x Long ANET ETF,etf,ETF,Nasdaq Global Market,N,100
ANGH,Anghami Inc. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ANGHW,Anghami Inc. - Warrants,stock,Warrant,Nasdaq Capital Market,N,100
ANGI,Angi Inc. - Class A Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ANGL,VanEck Fallen Angel High Yield Bond ETF,etf,ETF,Nasdaq Global Market,N,100
ANGO,"AngioDynamics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ANIK,Anika Therapeutics Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ANIX,"Anixa Biosciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ANL,Adlai Nortye Ltd. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
ANNA,"AleAnna, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ANNAW,"AleAnna, Inc. - Warrant",stock,Warrant,Nasdaq Capital Market,N,100
ANNX,"Annexon, Inc. - common stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,stock,Unit,Nasdaq Global Market,N,100
ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,stock,Warrant,Nasdaq Global Market,N,100
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ANTX,"AN2 Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ANV,GraniteShares Autocallable NVDA ETF,etf,ETF,Nasdaq Global Market,N,100
ANY,Sphere 3D Corp. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
AOHY,Angel Oak High Yield Opportunities ETF,etf,ETF,Nasdaq Global Market,N,100
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,stock,Common Stock,Nasdaq Global Select Market,N,100
AOTG,AOT Growth and Innovation ETF,etf,ETF,Nasdaq Global Market,N,100
AOUT,"American Outdoor Brands, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
APA,APA Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
APACR,StoneBridge Acquisition II Corporation - Rights,stock,Right,Nasdaq Capital Market,N,100
APACU,StoneBridge Acquisition II Corporation - Units,stock,Unit,Nasdaq Capital Market,N,100
APC,ARKO Petroleum Corp. - Class A Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
APEI,"American Public Education, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
APGE,"Apogee Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
API,"Agora, Inc. - ADS",stock,Nasdaq Listed Security,Nasdaq Global Select Market,N,100
APLD,Applied Digital Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
APLM,Apollomics Inc. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
APLMW,Apollomics Inc. - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
APMC,AmperCap Acquisition Company - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
APMCR,AmperCap Acquisition Company - Right,stock,Right,Nasdaq Global Market,N,100
APMCU,AmperCap Acquisition Company - Unit,stock,Unit,Nasdaq Global Market,N,100
APMD,"Apnimed, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
APOG,"Apogee Enterprises, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
APP,Applovin Corporation - Class A Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,40
APPF,"AppFolio, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
APPN,Appian Corporation - Class A Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
APPS,"Digital Turbine, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
APPX,Tradr 2X Long APP Daily ETF,etf,ETF,Nasdaq Global Market,N,100
APRE,"Aprea Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
APUR,Aperture AC - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
APURR,Aperture AC - Rights,stock,Right,Nasdaq Capital Market,N,100
APVO,Aptevo Therapeutics Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",stock,Common Stock,Nasdaq Capital Market,N,100
APXT,Apex Treasury Corporation - Class A Ordinary Share,stock,Ordinary Share,Nasdaq Global Market,N,100
APXTU,Apex Treasury Corporation - Units,stock,Unit,Nasdaq Global Market,N,100
APXTW,Apex Treasury Corporation - Warrants,stock,Warrant,Nasdaq Global Market,N,100
APYX,Apyx Medical Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
AQB,"AquaBounty Technologies, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
AQLG,HCM Large Cap Growth ETF,etf,ETF,Nasdaq Global Market,N,100
AQMS,"Aqua Metals, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
AQST,"Aquestive Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
AQWA,Global X Clean Water ETF,etf,ETF,Nasdaq Global Market,N,100
ARAI,Arrive AI Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,D,100
ARAY,Accuray Incorporated - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
ARBB,ARB IOT Group Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ARBE,Arbe Robotics Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
ARBEW,Arbe Robotics Ltd. - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
ARBK,Argo Blockchain plc - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
ARCB,ArcBest Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ARCC,Ares Capital Corporation - Closed End Fund,stock,Closed-End Fund,Nasdaq Global Select Market,N,100
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,stock,Ordinary Share,Nasdaq Global Market,N,100
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,stock,Unit,Nasdaq Global Market,N,100
ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ARCLR,ARC Group Acquisition I Corp - Right,stock,Right,Nasdaq Global Market,N,100
ARCLU,ARC Group Acquisition I Corp - Unit,stock,Unit,Nasdaq Global Market,N,100
ARCLW,ARC Group Acquisition I Corp - Warrants,stock,Warrant,Nasdaq Global Market,N,100
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
ARDX,"Ardelyx, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
AREC,American Resources Corporation - Class A Common Stock,stock,Common Stock,Nasdaq Capital Market,E,100
ARGX,argenx SE - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,40
ARHS,"Arhaus, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ARKO,ARKO Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ARKR,Ark Restaurants Corp. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",stock,Unit,Nasdaq Global Select Market,N,100
ARM,Arm Holdings plc - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
ARMG,Leverage Shares 2X Long ARM Daily ETF,etf,ETF,Nasdaq Global Market,N,100
ARMY,Tema International Defense ETF,etf,ETF,Nasdaq Global Market,N,100
AROW,Arrow Financial Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ARQ,"Arq, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ARQQ,Arqit Quantum Inc. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ARQQW,Arqit Quantum Inc. - Warrants,stock,Warrant,Nasdaq Capital Market,N,100
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ARRY,"Array Technologies, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ARTCU,Art Technology Acquisition Corp. - Units,stock,Unit,Nasdaq Global Market,N,100
ARTCW,Art Technology Acquisition Corp. - Warrants,stock,Warrant,Nasdaq Global Market,N,100
ARTL,"Artelo Biosciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ARVN,"Arvinas, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ARVR,First Trust Indxx Metaverse ETF,etf,ETF,Nasdaq Global Market,N,100
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ARXS,"Arxis, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ASBPW,"Aspire Biopharma Holdings, Inc.  - Warrant",stock,Warrant,Nasdaq Capital Market,N,100
ASCI,abrdn International Small Cap Active ETF,etf,ETF,Nasdaq Global Market,N,100
ASD,Defiance Autism Impact ETF,etf,ETF,Nasdaq Global Market,N,100
ASEC,American Century Securitized Credit ETF,etf,ETF,Nasdaq Global Market,N,100
ASLE,AerSale Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ASMB,"Assembly Biosciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ASMG,Leverage Shares 2X Long ASML Daily ETF,etf,ETF,Nasdaq Global Market,N,100
ASML,ASML Holding N.V. - New York Registry Shares,stock,Nasdaq Listed Security,Nasdaq Global Select Market,N,10
ASMU,Direxion Daily ASML Bull 2X ETF,etf,ETF,Nasdaq Global Market,N,100
ASND,Ascendis Pharma A/S - Ordinary Share,stock,Ordinary Share,Nasdaq Global Select Market,N,100
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
ASPCR,A SPAC III Acquisition Corp. - Right,stock,Right,Nasdaq Capital Market,D,100
ASPCU,A SPAC III Acquisition Corp. - Unit,stock,Unit,Nasdaq Capital Market,D,100
ASPI,ASP Isotopes Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,stock,Warrant,Nasdaq Global Select Market,N,100
ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,stock,Warrant,Nasdaq Global Select Market,N,100
ASRV,AmeriServ Financial Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
ASST,"Strive, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ASTC,Astrotech Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ASTE,"Astec Industries, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ASTH,Astrana Health Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ASTI,"Ascent Solar Technologies, Inc - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ASTL,Algoma Steel Group Inc. - Common Shares,stock,Common Stock,Nasdaq Global Market,N,100
ASTLW,Algoma Steel Group Inc. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ASUR,Asure Software Inc - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ASYS,"Amtech Systems, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ATAI,AtaiBeckley Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
ATC,GraniteShares Autocallable COIN ETF,etf,ETF,Nasdaq Global Market,N,100
ATCX,Atlas Critical Minerals Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ATEC,"Alphatec Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ATER,"Aterian, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ATEX,Anterix Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ATHE,Alterity Therapeutics Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
ATHR,"Aether Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ATIIU,Archimedes Tech SPAC Partners II Co. - Unit,stock,Unit,Nasdaq Global Market,N,100
ATIIW,Archimedes Tech SPAC Partners II Co. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
ATLC,Atlanticus Holdings Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,stock,Note,Nasdaq Global Market,N,100
ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",stock,Preferred,Nasdaq Global Select Market,N,100
ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,stock,Note,Nasdaq Global Market,N,100
ATLO,Ames National Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ATLX,Atlas Lithium Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ATNI,"ATN International, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ATOM,Atomera Incorporated - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ATOS,"Atossa Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ATPC,Agape ATP Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ATRC,"AtriCure, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ATRO,Astronics Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ATTO,"Attovia Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
